area_code,date,stage,window_start,window_end,shed_hrs
20,2024-01-29,3,2024-01-29 20:00:00,2024-01-29 22:30:00,2.5
21,2024-01-29,3,2024-01-29 10:00:00,2024-01-29 12:30:00,2.5
21,2024-01-29,3,2024-01-29 22:30:00,2024-01-29 23:59:59,1.5
22,2024-01-29,3,2024-01-29 12:30:00,2024-01-29 15:00:00,2.5
22,2024-01-29,3,2024-01-29 00:00:00,2024-01-29 02:30:00,2.5
23,2024-01-29,3,2024-01-29 15:00:00,2024-01-29 17:30:00,2.5
23,2024-01-29,3,2024-01-29 02:30:00,2024-01-29 05:00:00,2.5
24,2024-01-29,3,2024-01-29 17:30:00,2024-01-29 20:00:00,2.5
24,2024-01-29,3,2024-01-29 05:00:00,2024-01-29 07:30:00,2.5
25,2024-01-29,3,2024-01-29 00:00:00,2024-01-29 02:30:00,2.5
25,2024-01-29,3,2024-01-29 12:30:00,2024-01-29 15:00:00,2.5
26,2024-01-29,3,2024-01-29 02:30:00,2024-01-29 05:00:00,2.5
26,2024-01-29,3,2024-01-29 15:00:00,2024-01-29 17:30:00,2.5
27,2024-01-29,3,2024-01-29 05:00:00,2024-01-29 07:30:00,2.5
27,2024-01-29,3,2024-01-29 17:30:00,2024-01-29 20:00:00,2.5
28,2024-01-29,3,2024-01-29 07:30:00,2024-01-29 10:00:00,2.5
28,2024-01-29,3,2024-01-29 20:00:00,2024-01-29 22:30:00,2.5
29,2024-01-29,3,2024-01-29 10:00:00,2024-01-29 12:30:00,2.5
29,2024-01-29,3,2024-01-29 22:30:00,2024-01-29 23:59:59,1.5
30,2024-01-29,3,2024-01-29 12:30:00,2024-01-29 15:00:00,2.5
30,2024-01-29,3,2024-01-29 00:00:00,2024-01-29 02:30:00,2.5
31,2024-01-29,3,2024-01-29 15:00:00,2024-01-29 17:30:00,2.5
31,2024-01-29,3,2024-01-29 02:30:00,2024-01-29 05:00:00,2.5
32,2024-01-29,3,2024-01-29 17:30:00,2024-01-29 20:00:00,2.5
32,2024-01-29,3,2024-01-29 05:00:00,2024-01-29 07:30:00,2.5
1,2024-01-30,4,2024-01-30 00:00:00,2024-01-30 02:30:00,2.5
1,2024-01-30,4,2024-01-30 12:30:00,2024-01-30 15:00:00,2.5
2,2024-01-30,4,2024-01-30 02:30:00,2024-01-30 05:00:00,2.5
2,2024-01-30,4,2024-01-30 15:00:00,2024-01-30 17:30:00,2.5
3,2024-01-30,4,2024-01-30 05:00:00,2024-01-30 07:30:00,2.5
3,2024-01-30,4,2024-01-30 17:30:00,2024-01-30 20:00:00,2.5
4,2024-01-30,4,2024-01-30 07:30:00,2024-01-30 10:00:00,2.5
4,2024-01-30,4,2024-01-30 20:00:00,2024-01-30 22:30:00,2.5
5,2024-01-30,4,2024-01-30 10:00:00,2024-01-30 12:30:00,2.5
5,2024-01-30,4,2024-01-30 22:30:00,2024-01-30 23:59:59,1.5
6,2024-01-30,4,2024-01-30 12:30:00,2024-01-30 15:00:00,2.5
6,2024-01-30,4,2024-01-30 00:00:00,2024-01-30 02:30:00,2.5
7,2024-01-30,4,2024-01-30 15:00:00,2024-01-30 17:30:00,2.5
7,2024-01-30,4,2024-01-30 02:30:00,2024-01-30 05:00:00,2.5
8,2024-01-30,4,2024-01-30 17:30:00,2024-01-30 20:00:00,2.5
8,2024-01-30,4,2024-01-30 05:00:00,2024-01-30 07:30:00,2.5
9,2024-01-30,4,2024-01-30 00:00:00,2024-01-30 02:30:00,2.5
9,2024-01-30,4,2024-01-30 12:30:00,2024-01-30 15:00:00,2.5
10,2024-01-30,4,2024-01-30 02:30:00,2024-01-30 05:00:00,2.5
10,2024-01-30,4,2024-01-30 15:00:00,2024-01-30 17:30:00,2.5
11,2024-01-30,4,2024-01-30 05:00:00,2024-01-30 07:30:00,2.5
11,2024-01-30,4,2024-01-30 17:30:00,2024-01-30 20:00:00,2.5
12,2024-01-30,4,2024-01-30 07:30:00,2024-01-30 10:00:00,2.5
12,2024-01-30,4,2024-01-30 20:00:00,2024-01-30 22:30:00,2.5
13,2024-01-30,4,2024-01-30 10:00:00,2024-01-30 12:30:00,2.5
13,2024-01-30,4,2024-01-30 22:30:00,2024-01-30 23:59:59,1.5
14,2024-01-30,4,2024-01-30 12:30:00,2024-01-30 15:00:00,2.5
14,2024-01-30,4,2024-01-30 00:00:00,2024-01-30 02:30:00,2.5
15,2024-01-30,4,2024-01-30 15:00:00,2024-01-30 17:30:00,2.5
15,2024-01-30,4,2024-01-30 02:30:00,2024-01-30 05:00:00,2.5
16,2024-01-30,4,2024-01-30 17:30:00,2024-01-30 20:00:00,2.5
16,2024-01-30,4,2024-01-30 05:00:00,2024-01-30 07:30:00,2.5
17,2024-01-30,4,2024-01-30 00:00:00,2024-01-30 02:30:00,2.5
17,2024-01-30,4,2024-01-30 12:30:00,2024-01-30 15:00:00,2.5
18,2024-01-30,4,2024-01-30 02:30:00,2024-01-30 05:00:00,2.5
18,2024-01-30,4,2024-01-30 15:00:00,2024-01-30 17:30:00,2.5
19,2024-01-30,4,2024-01-30 05:00:00,2024-01-30 07:30:00,2.5
19,2024-01-30,4,2024-01-30 17:30:00,2024-01-30 20:00:00,2.5
20,2024-01-30,4,2024-01-30 07:30:00,2024-01-30 10:00:00,2.5
20,2024-01-30,4,2024-01-30 20:00:00,2024-01-30 22:30:00,2.5
21,2024-01-30,4,2024-01-30 10:00:00,2024-01-30 12:30:00,2.5
21,2024-01-30,4,2024-01-30 22:30:00,2024-01-30 23:59:59,1.5
22,2024-01-30,4,2024-01-30 12:30:00,2024-01-30 15:00:00,2.5
22,2024-01-30,4,2024-01-30 00:00:00,2024-01-30 02:30:00,2.5
23,2024-01-30,4,2024-01-30 15:00:00,2024-01-30 17:30:00,2.5
23,2024-01-30,4,2024-01-30 02:30:00,2024-01-30 05:00:00,2.5
24,2024-01-30,4,2024-01-30 17:30:00,2024-01-30 20:00:00,2.5
24,2024-01-30,4,2024-01-30 05:00:00,2024-01-30 07:30:00,2.5
25,2024-01-30,4,2024-01-30 00:00:00,2024-01-30 02:30:00,2.5
25,2024-01-30,4,2024-01-30 12:30:00,2024-01-30 15:00:00,2.5
26,2024-01-30,4,2024-01-30 02:30:00,2024-01-30 05:00:00,2.5
26,2024-01-30,4,2024-01-30 15:00:00,2024-01-30 17:30:00,2.5
27,2024-01-30,4,2024-01-30 05:00:00,2024-01-30 07:30:00,2.5
27,2024-01-30,4,2024-01-30 17:30:00,2024-01-30 20:00:00,2.5
28,2024-01-30,4,2024-01-30 07:30:00,2024-01-30 10:00:00,2.5
28,2024-01-30,4,2024-01-30 20:00:00,2024-01-30 22:30:00,2.5
29,2024-01-30,4,2024-01-30 10:00:00,2024-01-30 12:30:00,2.5
29,2024-01-30,4,2024-01-30 22:30:00,2024-01-30 23:59:59,1.5
30,2024-01-30,4,2024-01-30 12:30:00,2024-01-30 15:00:00,2.5
30,2024-01-30,4,2024-01-30 00:00:00,2024-01-30 02:30:00,2.5
31,2024-01-30,4,2024-01-30 15:00:00,2024-01-30 17:30:00,2.5
31,2024-01-30,4,2024-01-30 02:30:00,2024-01-30 05:00:00,2.5
32,2024-01-30,4,2024-01-30 17:30:00,2024-01-30 20:00:00,2.5
32,2024-01-30,4,2024-01-30 05:00:00,2024-01-30 07:30:00,2.5
1,2024-01-31,4,2024-01-31 00:00:00,2024-01-31 02:30:00,2.5
1,2024-01-31,4,2024-01-31 12:30:00,2024-01-31 15:00:00,2.5
2,2024-01-31,4,2024-01-31 02:30:00,2024-01-31 05:00:00,2.5
2,2024-01-31,4,2024-01-31 15:00:00,2024-01-31 17:30:00,2.5
3,2024-01-31,4,2024-01-31 05:00:00,2024-01-31 07:30:00,2.5
3,2024-01-31,4,2024-01-31 17:30:00,2024-01-31 20:00:00,2.5
4,2024-01-31,4,2024-01-31 07:30:00,2024-01-31 10:00:00,2.5
4,2024-01-31,4,2024-01-31 20:00:00,2024-01-31 22:30:00,2.5
5,2024-01-31,4,2024-01-31 10:00:00,2024-01-31 12:30:00,2.5
5,2024-01-31,4,2024-01-31 22:30:00,2024-01-31 23:59:59,1.5
6,2024-01-31,4,2024-01-31 12:30:00,2024-01-31 15:00:00,2.5
6,2024-01-31,4,2024-01-31 00:00:00,2024-01-31 02:30:00,2.5
7,2024-01-31,4,2024-01-31 15:00:00,2024-01-31 17:30:00,2.5
7,2024-01-31,4,2024-01-31 02:30:00,2024-01-31 05:00:00,2.5
8,2024-01-31,4,2024-01-31 17:30:00,2024-01-31 20:00:00,2.5
8,2024-01-31,4,2024-01-31 05:00:00,2024-01-31 07:30:00,2.5
9,2024-01-31,4,2024-01-31 00:00:00,2024-01-31 02:30:00,2.5
9,2024-01-31,4,2024-01-31 12:30:00,2024-01-31 15:00:00,2.5
10,2024-01-31,4,2024-01-31 02:30:00,2024-01-31 05:00:00,2.5
10,2024-01-31,4,2024-01-31 15:00:00,2024-01-31 17:30:00,2.5
11,2024-01-31,4,2024-01-31 05:00:00,2024-01-31 07:30:00,2.5
11,2024-01-31,4,2024-01-31 17:30:00,2024-01-31 20:00:00,2.5
12,2024-01-31,4,2024-01-31 07:30:00,2024-01-31 10:00:00,2.5
12,2024-01-31,4,2024-01-31 20:00:00,2024-01-31 22:30:00,2.5
13,2024-01-31,4,2024-01-31 10:00:00,2024-01-31 12:30:00,2.5
13,2024-01-31,4,2024-01-31 22:30:00,2024-01-31 23:59:59,1.5
14,2024-01-31,4,2024-01-31 12:30:00,2024-01-31 15:00:00,2.5
14,2024-01-31,4,2024-01-31 00:00:00,2024-01-31 02:30:00,2.5
15,2024-01-31,4,2024-01-31 15:00:00,2024-01-31 17:30:00,2.5
15,2024-01-31,4,2024-01-31 02:30:00,2024-01-31 05:00:00,2.5
16,2024-01-31,4,2024-01-31 17:30:00,2024-01-31 20:00:00,2.5
16,2024-01-31,4,2024-01-31 05:00:00,2024-01-31 07:30:00,2.5
17,2024-01-31,4,2024-01-31 00:00:00,2024-01-31 02:30:00,2.5
17,2024-01-31,4,2024-01-31 12:30:00,2024-01-31 15:00:00,2.5
18,2024-01-31,4,2024-01-31 02:30:00,2024-01-31 05:00:00,2.5
18,2024-01-31,4,2024-01-31 15:00:00,2024-01-31 17:30:00,2.5
19,2024-01-31,4,2024-01-31 05:00:00,2024-01-31 07:30:00,2.5
19,2024-01-31,4,2024-01-31 17:30:00,2024-01-31 20:00:00,2.5
20,2024-01-31,4,2024-01-31 07:30:00,2024-01-31 10:00:00,2.5
20,2024-01-31,4,2024-01-31 20:00:00,2024-01-31 22:30:00,2.5
21,2024-01-31,4,2024-01-31 10:00:00,2024-01-31 12:30:00,2.5
21,2024-01-31,4,2024-01-31 22:30:00,2024-01-31 23:59:59,1.5
22,2024-01-31,4,2024-01-31 12:30:00,2024-01-31 15:00:00,2.5
22,2024-01-31,4,2024-01-31 00:00:00,2024-01-31 02:30:00,2.5
23,2024-01-31,4,2024-01-31 15:00:00,2024-01-31 17:30:00,2.5
23,2024-01-31,4,2024-01-31 02:30:00,2024-01-31 05:00:00,2.5
24,2024-01-31,4,2024-01-31 17:30:00,2024-01-31 20:00:00,2.5
24,2024-01-31,4,2024-01-31 05:00:00,2024-01-31 07:30:00,2.5
25,2024-01-31,4,2024-01-31 00:00:00,2024-01-31 02:30:00,2.5
25,2024-01-31,4,2024-01-31 12:30:00,2024-01-31 15:00:00,2.5
26,2024-01-31,4,2024-01-31 02:30:00,2024-01-31 05:00:00,2.5
26,2024-01-31,4,2024-01-31 15:00:00,2024-01-31 17:30:00,2.5
27,2024-01-31,4,2024-01-31 05:00:00,2024-01-31 07:30:00,2.5
27,2024-01-31,4,2024-01-31 17:30:00,2024-01-31 20:00:00,2.5
28,2024-01-31,4,2024-01-31 07:30:00,2024-01-31 10:00:00,2.5
28,2024-01-31,4,2024-01-31 20:00:00,2024-01-31 22:30:00,2.5
29,2024-01-31,4,2024-01-31 10:00:00,2024-01-31 12:30:00,2.5
29,2024-01-31,4,2024-01-31 22:30:00,2024-01-31 23:59:59,1.5
30,2024-01-31,4,2024-01-31 12:30:00,2024-01-31 15:00:00,2.5
30,2024-01-31,4,2024-01-31 00:00:00,2024-01-31 02:30:00,2.5
31,2024-01-31,4,2024-01-31 15:00:00,2024-01-31 17:30:00,2.5
31,2024-01-31,4,2024-01-31 02:30:00,2024-01-31 05:00:00,2.5
32,2024-01-31,4,2024-01-31 17:30:00,2024-01-31 20:00:00,2.5
32,2024-01-31,4,2024-01-31 05:00:00,2024-01-31 07:30:00,2.5
1,2024-02-01,4,2024-02-01 00:00:00,2024-02-01 02:30:00,2.5
1,2024-02-01,4,2024-02-01 12:30:00,2024-02-01 15:00:00,2.5
2,2024-02-01,4,2024-02-01 02:30:00,2024-02-01 05:00:00,2.5
2,2024-02-01,4,2024-02-01 15:00:00,2024-02-01 17:30:00,2.5
3,2024-02-01,4,2024-02-01 05:00:00,2024-02-01 07:30:00,2.5
3,2024-02-01,4,2024-02-01 17:30:00,2024-02-01 20:00:00,2.5
4,2024-02-01,4,2024-02-01 07:30:00,2024-02-01 10:00:00,2.5
4,2024-02-01,4,2024-02-01 20:00:00,2024-02-01 22:30:00,2.5
5,2024-02-01,4,2024-02-01 10:00:00,2024-02-01 12:30:00,2.5
5,2024-02-01,4,2024-02-01 22:30:00,2024-02-01 23:59:59,1.5
6,2024-02-01,4,2024-02-01 12:30:00,2024-02-01 15:00:00,2.5
6,2024-02-01,4,2024-02-01 00:00:00,2024-02-01 02:30:00,2.5
7,2024-02-01,4,2024-02-01 15:00:00,2024-02-01 17:30:00,2.5
7,2024-02-01,4,2024-02-01 02:30:00,2024-02-01 05:00:00,2.5
8,2024-02-01,4,2024-02-01 17:30:00,2024-02-01 20:00:00,2.5
8,2024-02-01,4,2024-02-01 05:00:00,2024-02-01 07:30:00,2.5
9,2024-02-01,4,2024-02-01 00:00:00,2024-02-01 02:30:00,2.5
9,2024-02-01,4,2024-02-01 12:30:00,2024-02-01 15:00:00,2.5
10,2024-02-01,4,2024-02-01 02:30:00,2024-02-01 05:00:00,2.5
10,2024-02-01,4,2024-02-01 15:00:00,2024-02-01 17:30:00,2.5
11,2024-02-01,4,2024-02-01 05:00:00,2024-02-01 07:30:00,2.5
11,2024-02-01,4,2024-02-01 17:30:00,2024-02-01 20:00:00,2.5
12,2024-02-01,4,2024-02-01 07:30:00,2024-02-01 10:00:00,2.5
12,2024-02-01,4,2024-02-01 20:00:00,2024-02-01 22:30:00,2.5
13,2024-02-01,4,2024-02-01 10:00:00,2024-02-01 12:30:00,2.5
13,2024-02-01,4,2024-02-01 22:30:00,2024-02-01 23:59:59,1.5
14,2024-02-01,4,2024-02-01 12:30:00,2024-02-01 15:00:00,2.5
14,2024-02-01,4,2024-02-01 00:00:00,2024-02-01 02:30:00,2.5
15,2024-02-01,4,2024-02-01 15:00:00,2024-02-01 17:30:00,2.5
15,2024-02-01,4,2024-02-01 02:30:00,2024-02-01 05:00:00,2.5
16,2024-02-01,4,2024-02-01 17:30:00,2024-02-01 20:00:00,2.5
16,2024-02-01,4,2024-02-01 05:00:00,2024-02-01 07:30:00,2.5
17,2024-02-01,4,2024-02-01 00:00:00,2024-02-01 02:30:00,2.5
17,2024-02-01,4,2024-02-01 12:30:00,2024-02-01 15:00:00,2.5
18,2024-02-01,4,2024-02-01 02:30:00,2024-02-01 05:00:00,2.5
18,2024-02-01,4,2024-02-01 15:00:00,2024-02-01 17:30:00,2.5
19,2024-02-01,4,2024-02-01 05:00:00,2024-02-01 07:30:00,2.5
19,2024-02-01,4,2024-02-01 17:30:00,2024-02-01 20:00:00,2.5
20,2024-02-01,4,2024-02-01 07:30:00,2024-02-01 10:00:00,2.5
20,2024-02-01,4,2024-02-01 20:00:00,2024-02-01 22:30:00,2.5
21,2024-02-01,4,2024-02-01 10:00:00,2024-02-01 12:30:00,2.5
21,2024-02-01,4,2024-02-01 22:30:00,2024-02-01 23:59:59,1.5
22,2024-02-01,4,2024-02-01 12:30:00,2024-02-01 15:00:00,2.5
22,2024-02-01,4,2024-02-01 00:00:00,2024-02-01 02:30:00,2.5
23,2024-02-01,4,2024-02-01 15:00:00,2024-02-01 17:30:00,2.5
23,2024-02-01,4,2024-02-01 02:30:00,2024-02-01 05:00:00,2.5
24,2024-02-01,4,2024-02-01 17:30:00,2024-02-01 20:00:00,2.5
24,2024-02-01,4,2024-02-01 05:00:00,2024-02-01 07:30:00,2.5
25,2024-02-01,4,2024-02-01 00:00:00,2024-02-01 02:30:00,2.5
25,2024-02-01,4,2024-02-01 12:30:00,2024-02-01 15:00:00,2.5
26,2024-02-01,4,2024-02-01 02:30:00,2024-02-01 05:00:00,2.5
26,2024-02-01,4,2024-02-01 15:00:00,2024-02-01 17:30:00,2.5
27,2024-02-01,4,2024-02-01 05:00:00,2024-02-01 07:30:00,2.5
27,2024-02-01,4,2024-02-01 17:30:00,2024-02-01 20:00:00,2.5
28,2024-02-01,4,2024-02-01 07:30:00,2024-02-01 10:00:00,2.5
28,2024-02-01,4,2024-02-01 20:00:00,2024-02-01 22:30:00,2.5
29,2024-02-01,4,2024-02-01 10:00:00,2024-02-01 12:30:00,2.5
29,2024-02-01,4,2024-02-01 22:30:00,2024-02-01 23:59:59,1.5
30,2024-02-01,4,2024-02-01 12:30:00,2024-02-01 15:00:00,2.5
30,2024-02-01,4,2024-02-01 00:00:00,2024-02-01 02:30:00,2.5
31,2024-02-01,4,2024-02-01 15:00:00,2024-02-01 17:30:00,2.5
31,2024-02-01,4,2024-02-01 02:30:00,2024-02-01 05:00:00,2.5
32,2024-02-01,4,2024-02-01 17:30:00,2024-02-01 20:00:00,2.5
32,2024-02-01,4,2024-02-01 05:00:00,2024-02-01 07:30:00,2.5
1,2024-02-02,4,2024-02-02 00:00:00,2024-02-02 02:30:00,2.5
1,2024-02-02,4,2024-02-02 12:30:00,2024-02-02 15:00:00,2.5
2,2024-02-02,4,2024-02-02 02:30:00,2024-02-02 05:00:00,2.5
2,2024-02-02,4,2024-02-02 15:00:00,2024-02-02 17:30:00,2.5
3,2024-02-02,4,2024-02-02 05:00:00,2024-02-02 07:30:00,2.5
3,2024-02-02,4,2024-02-02 17:30:00,2024-02-02 20:00:00,2.5
4,2024-02-02,4,2024-02-02 07:30:00,2024-02-02 10:00:00,2.5
4,2024-02-02,4,2024-02-02 20:00:00,2024-02-02 22:30:00,2.5
5,2024-02-02,4,2024-02-02 10:00:00,2024-02-02 12:30:00,2.5
5,2024-02-02,4,2024-02-02 22:30:00,2024-02-02 23:59:59,1.5
6,2024-02-02,4,2024-02-02 12:30:00,2024-02-02 15:00:00,2.5
6,2024-02-02,4,2024-02-02 00:00:00,2024-02-02 02:30:00,2.5
7,2024-02-02,4,2024-02-02 15:00:00,2024-02-02 17:30:00,2.5
7,2024-02-02,4,2024-02-02 02:30:00,2024-02-02 05:00:00,2.5
8,2024-02-02,4,2024-02-02 17:30:00,2024-02-02 20:00:00,2.5
8,2024-02-02,4,2024-02-02 05:00:00,2024-02-02 07:30:00,2.5
9,2024-02-02,4,2024-02-02 00:00:00,2024-02-02 02:30:00,2.5
9,2024-02-02,4,2024-02-02 12:30:00,2024-02-02 15:00:00,2.5
10,2024-02-02,4,2024-02-02 02:30:00,2024-02-02 05:00:00,2.5
10,2024-02-02,4,2024-02-02 15:00:00,2024-02-02 17:30:00,2.5
11,2024-02-02,4,2024-02-02 05:00:00,2024-02-02 07:30:00,2.5
11,2024-02-02,4,2024-02-02 17:30:00,2024-02-02 20:00:00,2.5
12,2024-02-02,4,2024-02-02 07:30:00,2024-02-02 10:00:00,2.5
12,2024-02-02,4,2024-02-02 20:00:00,2024-02-02 22:30:00,2.5
13,2024-02-02,4,2024-02-02 10:00:00,2024-02-02 12:30:00,2.5
13,2024-02-02,4,2024-02-02 22:30:00,2024-02-02 23:59:59,1.5
14,2024-02-02,4,2024-02-02 12:30:00,2024-02-02 15:00:00,2.5
14,2024-02-02,4,2024-02-02 00:00:00,2024-02-02 02:30:00,2.5
15,2024-02-02,4,2024-02-02 15:00:00,2024-02-02 17:30:00,2.5
15,2024-02-02,4,2024-02-02 02:30:00,2024-02-02 05:00:00,2.5
16,2024-02-02,4,2024-02-02 17:30:00,2024-02-02 20:00:00,2.5
16,2024-02-02,4,2024-02-02 05:00:00,2024-02-02 07:30:00,2.5
17,2024-02-02,4,2024-02-02 00:00:00,2024-02-02 02:30:00,2.5
17,2024-02-02,4,2024-02-02 12:30:00,2024-02-02 15:00:00,2.5
18,2024-02-02,4,2024-02-02 02:30:00,2024-02-02 05:00:00,2.5
18,2024-02-02,4,2024-02-02 15:00:00,2024-02-02 17:30:00,2.5
19,2024-02-02,4,2024-02-02 05:00:00,2024-02-02 07:30:00,2.5
19,2024-02-02,4,2024-02-02 17:30:00,2024-02-02 20:00:00,2.5
20,2024-02-02,4,2024-02-02 07:30:00,2024-02-02 10:00:00,2.5
20,2024-02-02,4,2024-02-02 20:00:00,2024-02-02 22:30:00,2.5
21,2024-02-02,4,2024-02-02 10:00:00,2024-02-02 12:30:00,2.5
21,2024-02-02,4,2024-02-02 22:30:00,2024-02-02 23:59:59,1.5
22,2024-02-02,4,2024-02-02 12:30:00,2024-02-02 15:00:00,2.5
22,2024-02-02,4,2024-02-02 00:00:00,2024-02-02 02:30:00,2.5
23,2024-02-02,4,2024-02-02 15:00:00,2024-02-02 17:30:00,2.5
23,2024-02-02,4,2024-02-02 02:30:00,2024-02-02 05:00:00,2.5
24,2024-02-02,4,2024-02-02 17:30:00,2024-02-02 20:00:00,2.5
24,2024-02-02,4,2024-02-02 05:00:00,2024-02-02 07:30:00,2.5
25,2024-02-02,4,2024-02-02 00:00:00,2024-02-02 02:30:00,2.5
25,2024-02-02,4,2024-02-02 12:30:00,2024-02-02 15:00:00,2.5
26,2024-02-02,4,2024-02-02 02:30:00,2024-02-02 05:00:00,2.5
26,2024-02-02,4,2024-02-02 15:00:00,2024-02-02 17:30:00,2.5
27,2024-02-02,4,2024-02-02 05:00:00,2024-02-02 07:30:00,2.5
27,2024-02-02,4,2024-02-02 17:30:00,2024-02-02 20:00:00,2.5
28,2024-02-02,4,2024-02-02 07:30:00,2024-02-02 10:00:00,2.5
28,2024-02-02,4,2024-02-02 20:00:00,2024-02-02 22:30:00,2.5
29,2024-02-02,4,2024-02-02 10:00:00,2024-02-02 12:30:00,2.5
29,2024-02-02,4,2024-02-02 22:30:00,2024-02-02 23:59:59,1.5
30,2024-02-02,4,2024-02-02 12:30:00,2024-02-02 15:00:00,2.5
30,2024-02-02,4,2024-02-02 00:00:00,2024-02-02 02:30:00,2.5
31,2024-02-02,4,2024-02-02 15:00:00,2024-02-02 17:30:00,2.5
31,2024-02-02,4,2024-02-02 02:30:00,2024-02-02 05:00:00,2.5
32,2024-02-02,4,2024-02-02 17:30:00,2024-02-02 20:00:00,2.5
32,2024-02-02,4,2024-02-02 05:00:00,2024-02-02 07:30:00,2.5
1,2024-02-03,4,2024-02-03 00:00:00,2024-02-03 02:30:00,2.5
1,2024-02-03,4,2024-02-03 12:30:00,2024-02-03 15:00:00,2.5
2,2024-02-03,4,2024-02-03 02:30:00,2024-02-03 05:00:00,2.5
2,2024-02-03,4,2024-02-03 15:00:00,2024-02-03 17:30:00,2.5
3,2024-02-03,4,2024-02-03 05:00:00,2024-02-03 07:30:00,2.5
3,2024-02-03,4,2024-02-03 17:30:00,2024-02-03 20:00:00,2.5
4,2024-02-03,4,2024-02-03 07:30:00,2024-02-03 10:00:00,2.5
4,2024-02-03,4,2024-02-03 20:00:00,2024-02-03 22:30:00,2.5
5,2024-02-03,4,2024-02-03 10:00:00,2024-02-03 12:30:00,2.5
5,2024-02-03,4,2024-02-03 22:30:00,2024-02-03 23:59:59,1.5
6,2024-02-03,4,2024-02-03 12:30:00,2024-02-03 15:00:00,2.5
6,2024-02-03,4,2024-02-03 00:00:00,2024-02-03 02:30:00,2.5
7,2024-02-03,4,2024-02-03 15:00:00,2024-02-03 17:30:00,2.5
7,2024-02-03,4,2024-02-03 02:30:00,2024-02-03 05:00:00,2.5
8,2024-02-03,4,2024-02-03 17:30:00,2024-02-03 20:00:00,2.5
8,2024-02-03,4,2024-02-03 05:00:00,2024-02-03 07:30:00,2.5
9,2024-02-03,4,2024-02-03 00:00:00,2024-02-03 02:30:00,2.5
9,2024-02-03,4,2024-02-03 12:30:00,2024-02-03 15:00:00,2.5
10,2024-02-03,4,2024-02-03 02:30:00,2024-02-03 05:00:00,2.5
10,2024-02-03,4,2024-02-03 15:00:00,2024-02-03 17:30:00,2.5
11,2024-02-03,4,2024-02-03 05:00:00,2024-02-03 07:30:00,2.5
11,2024-02-03,4,2024-02-03 17:30:00,2024-02-03 20:00:00,2.5
12,2024-02-03,4,2024-02-03 07:30:00,2024-02-03 10:00:00,2.5
12,2024-02-03,4,2024-02-03 20:00:00,2024-02-03 22:30:00,2.5
13,2024-02-03,4,2024-02-03 10:00:00,2024-02-03 12:30:00,2.5
13,2024-02-03,4,2024-02-03 22:30:00,2024-02-03 23:59:59,1.5
14,2024-02-03,4,2024-02-03 12:30:00,2024-02-03 15:00:00,2.5
14,2024-02-03,4,2024-02-03 00:00:00,2024-02-03 02:30:00,2.5
15,2024-02-03,4,2024-02-03 15:00:00,2024-02-03 17:30:00,2.5
15,2024-02-03,4,2024-02-03 02:30:00,2024-02-03 05:00:00,2.5
16,2024-02-03,4,2024-02-03 17:30:00,2024-02-03 20:00:00,2.5
16,2024-02-03,4,2024-02-03 05:00:00,2024-02-03 07:30:00,2.5
17,2024-02-03,4,2024-02-03 00:00:00,2024-02-03 02:30:00,2.5
17,2024-02-03,4,2024-02-03 12:30:00,2024-02-03 15:00:00,2.5
18,2024-02-03,4,2024-02-03 02:30:00,2024-02-03 05:00:00,2.5
18,2024-02-03,4,2024-02-03 15:00:00,2024-02-03 17:30:00,2.5
19,2024-02-03,4,2024-02-03 05:00:00,2024-02-03 07:30:00,2.5
19,2024-02-03,4,2024-02-03 17:30:00,2024-02-03 20:00:00,2.5
20,2024-02-03,4,2024-02-03 07:30:00,2024-02-03 10:00:00,2.5
20,2024-02-03,4,2024-02-03 20:00:00,2024-02-03 22:30:00,2.5
21,2024-02-03,4,2024-02-03 10:00:00,2024-02-03 12:30:00,2.5
21,2024-02-03,4,2024-02-03 22:30:00,2024-02-03 23:59:59,1.5
22,2024-02-03,4,2024-02-03 12:30:00,2024-02-03 15:00:00,2.5
22,2024-02-03,4,2024-02-03 00:00:00,2024-02-03 02:30:00,2.5
23,2024-02-03,4,2024-02-03 15:00:00,2024-02-03 17:30:00,2.5
23,2024-02-03,4,2024-02-03 02:30:00,2024-02-03 05:00:00,2.5
24,2024-02-03,4,2024-02-03 17:30:00,2024-02-03 20:00:00,2.5
24,2024-02-03,4,2024-02-03 05:00:00,2024-02-03 07:30:00,2.5
25,2024-02-03,4,2024-02-03 00:00:00,2024-02-03 02:30:00,2.5
25,2024-02-03,4,2024-02-03 12:30:00,2024-02-03 15:00:00,2.5
26,2024-02-03,4,2024-02-03 02:30:00,2024-02-03 05:00:00,2.5
26,2024-02-03,4,2024-02-03 15:00:00,2024-02-03 17:30:00,2.5
27,2024-02-03,4,2024-02-03 05:00:00,2024-02-03 07:30:00,2.5
27,2024-02-03,4,2024-02-03 17:30:00,2024-02-03 20:00:00,2.5
28,2024-02-03,4,2024-02-03 07:30:00,2024-02-03 10:00:00,2.5
28,2024-02-03,4,2024-02-03 20:00:00,2024-02-03 22:30:00,2.5
29,2024-02-03,4,2024-02-03 10:00:00,2024-02-03 12:30:00,2.5
29,2024-02-03,4,2024-02-03 22:30:00,2024-02-03 23:59:59,1.5
30,2024-02-03,4,2024-02-03 12:30:00,2024-02-03 15:00:00,2.5
